id,season,name,games,completions,attempts,pass_yds,pass_tds,statINT,statCAR,rush_yds,rush_tds,statFUM,team_statCAR,team_rush_yds,team_rush_tds
12047,2004,Jamien McCullum,1,1,1,42,0,0,0,0,0,0,0,0,0
13223,2015,Justin Johnson,14,0,0,0,0,0,0,0,0,0,0,0,0
15825,2004,Bo Scaife,10,0,0,0,0,0,0,0,1,0,51,303,4
16705,2005,Bristol Olomua,15,0,0,0,0,0,0,0,0,0,0,0,0
19707,2004,Korey Kirkpatrick,12,0,0,0,0,0,0,0,0,0,0,0,0
20847,2004,Jason White,13,255,390,3205,35,9,23,-56,0,0,463,2227,14
23243,2007,Curtis Hamilton,10,0,0,0,0,0,10,39,0,0,227,1085,9
26526,2007,Justin Allen,2,0,0,0,0,0,4,37,0,0,49,246,1
27200,2011,Michael Johnson,13,0,0,0,0,0,11,43,0,0,285,1164,11
27825,2005,David Smith,6,0,0,0,0,0,0,0,0,0,0,0,0
27967,2005,Cardan Alexander,0,0,0,0,0,0,0,0,0,0,0,0,0
28226,2007,Jason Jones,1,0,0,0,0,0,0,0,0,0,0,0,0
28326,2004,Stephen Cucci,7,0,0,0,0,0,0,0,0,0,0,0,0
29035,2004,Chris Jackson,8,0,0,0,0,0,4,-1,0,0,114,295,3
29649,2015,Jamaal Jackson,2,0,0,0,0,0,19,29,0,0,57,13,0
29691,2007,John Williamson,1,0,0,0,0,0,0,0,0,0,0,0,0
36262,2004,Chris Hale,5,0,0,0,0,0,0,0,0,0,0,0,0
100009,2015,Johnny Jackson,19,0,0,0,0,0,0,0,0,0,0,0,0
100104,2004,Andrew Walter,11,244,426,3150,30,9,58,-112,0,0,385,1284,6
100107,2004,Emmanuel Franklin,2,0,0,0,0,0,0,0,0,0,0,0,0
100169,2004,Luke Groth,1,0,0,0,0,0,0,0,0,0,0,0,0
100172,2004,Jonathan Evans,6,0,0,0,0,0,6,8,0,0,156,566,3
100178,2004,Khari Long,0,0,0,0,0,0,0,0,0,0,0,0,0
100179,2004,John Martin,1,0,0,0,0,0,0,0,0,0,0,0,0
100210,2004,Marques Roberts,9,0,0,0,0,0,0,0,0,0,0,0,0
100223,2004,Brock Berlin,12,195,348,2680,22,6,42,-53,0,0,389,1533,14
100241,2004,Travis Harris,1,0,0,0,0,0,0,0,0,0,0,0,0
100251,2004,Cory Bailey,1,0,0,0,0,0,0,0,0,0,0,0,0
100266,2004,Tavaris Capers,11,0,0,0,0,0,1,-8,0,0,30,53,1
100336,2004,Atari Bigby,1,0,0,0,0,0,0,0,0,0,0,0,0
100339,2004,Luther Huggins,11,0,0,0,0,0,0,0,0,0,0,0,0
100345,2004,Alex Haynes,9,0,0,0,0,0,215,854,5,0,356,949,7
100365,2004,Jovon Burkes,1,0,0,0,0,0,0,0,0,0,0,0,0
100407,2004,Jason Kukahiko,10,0,0,0,0,0,1,12,0,0,42,203,3
100410,2006,Zac Collie,20,0,0,0,0,0,0,0,0,0,0,0,0
100424,2004,Rodney Wilkerson,5,0,0,0,0,0,0,0,0,0,0,0,0
100431,2006,Brock Stratton,1,0,0,0,0,0,0,0,0,0,0,0,0
100439,2004,Matt Payne,2,1,2,12,1,0,1,20,0,0,38,173,0
100468,2004,Tony Stubbs,2,0,0,0,0,0,0,0,0,0,0,0,0
100476,2004,Austine Nwabuisi,8,0,0,0,0,0,25,98,3,0,181,448,5
100484,2004,Greg Tyree,1,0,0,0,0,0,0,0,0,0,0,0,0
100548,2004,David Bradley,1,0,0,0,0,0,1,4,0,0,36,72,0
100556,2004,Jermelle Lewis,4,0,0,0,0,0,57,200,1,0,122,255,5
100560,2004,Aaron Mickens,9,0,0,0,0,0,42,127,1,0,305,702,8
100562,2004,George Lewis,1,0,0,0,0,0,0,0,0,0,0,0,0
100568,2004,Tony Jackson,4,0,0,0,0,0,0,0,0,0,0,0,0
100570,2004,Warren Holloway,9,0,0,0,0,0,1,10,0,0,35,77,1
100577,2004,Nate Curry,10,0,0,0,0,0,0,0,0,0,0,0,0
100579,2004,Mark Logan,1,1,1,21,0,0,4,22,0,0,52,286,4
100587,2004,Jimmy Dixon,6,0,0,0,0,0,2,1,0,0,33,178,0
100610,2004,Darius Williams,5,0,0,0,0,0,0,0,0,0,0,0,0
100622,2004,Chris Rix,8,76,149,865,3,7,32,15,1,0,252,1061,10
100628,2004,Leroy Smith,2,0,0,0,0,0,0,0,0,0,0,0,0
100630,2004,Bryant McFadden,1,0,0,0,0,0,0,0,0,0,0,0,0
100692,2004,Marvin Ward,3,0,0,0,0,0,0,0,0,0,0,0,0
100697,2004,Noah Herron,12,0,0,0,0,0,274,1381,14,0,442,2093,23
100727,2004,Kevin Walton,1,0,0,0,0,0,0,0,0,0,0,0,0
100732,2004,Landrick Brody,4,0,0,0,0,0,9,32,0,0,131,604,6
100750,2004,Mike Augustyniak,4,0,0,0,0,0,0,0,0,0,0,0,0
100774,2008,Andrew Johnson,18,0,0,0,0,0,91,450,3,0,661,3205,37
100782,2004,Derrick Crudup,3,7,13,102,0,0,4,33,0,0,112,517,8
100852,2004,Roberto Terrell,2,0,0,0,0,0,0,0,0,0,0,0,0
100854,2004,Stan Hill,12,233,397,2387,18,14,59,-91,0,0,364,1286,10
100887,2004,Josh Davis,11,0,0,0,0,0,4,7,0,0,113,486,2
100888,2004,Brad Bates,12,0,0,0,0,0,1,-4,0,0,40,66,1
100890,2004,Joe Deifel,9,0,0,0,0,0,0,0,0,0,0,0,0
100909,2004,Julius Cosby,10,0,0,0,0,0,0,0,0,0,0,0,0
100912,2004,Corey Brazil,3,0,0,0,0,0,0,0,0,0,0,0,0
100916,2004,Jerron Wishom,1,0,0,0,0,0,0,0,0,0,0,0,0
100922,2004,Myron Hawthorne,4,0,0,0,0,0,0,0,0,0,0,0,0
100931,2004,Aaron Capps,2,0,0,0,0,0,0,0,0,0,0,0,0
100977,2004,Erick Franklin,8,0,0,0,0,0,0,0,0,0,0,0,0
100982,2004,Bo Nagahi,1,0,0,0,0,0,1,23,0,0,48,354,5
101002,2004,Corey Dodds,1,0,0,0,0,0,0,0,0,0,0,0,0
101042,2004,Matt Cassel,5,10,14,97,0,1,6,11,0,0,134,528,7
101050,2004,Jason Leach,3,0,0,0,0,0,0,0,0,0,0,0,0
101052,2004,Kevin Arbet,1,0,0,0,0,0,0,0,0,0,0,0,0
101057,2004,Lee Webb,4,0,0,0,0,0,6,29,1,0,116,617,7
101060,2004,Matt Grootegoed,4,0,0,0,0,0,0,0,0,0,0,0,0
101070,2004,Alex Holmes,12,0,0,0,0,0,0,0,0,0,0,0,0
101118,2004,Gary Heaggans,9,0,0,0,0,0,1,2,0,0,19,46,1
101119,2004,Brandon Hance,2,1,1,6,0,0,2,-4,0,0,83,538,8
101122,2004,Antwaun Rogers,1,0,0,0,0,0,0,0,0,0,0,0,0
101125,2004,Taylor Stubblefield,12,1,1,16,0,0,0,0,0,0,0,0,0
101132,2004,Jon Goldsberry,2,0,0,0,0,0,10,50,0,0,75,407,5
101191,2004,Harold Leath,3,0,0,0,0,0,0,0,0,0,0,0,0
101201,2004,Lawrence Audena,1,0,0,0,0,0,0,0,0,0,0,0,0
101204,2004,Rasheed Marshall,12,144,242,1886,19,9,169,861,4,0,419,2089,13
101215,2004,Ryan Thomas,1,0,0,0,0,0,0,0,0,0,0,0,0
101221,2004,Scott Robinson,2,0,0,0,0,0,0,0,0,0,0,0,0
101232,2004,Tyrone Walker,8,0,0,0,0,0,0,0,0,0,0,0,0
101246,2004,Marcus McGruder,3,0,0,0,0,0,0,0,0,0,0,0,0
101251,2004,Warren Braxton,1,0,0,0,0,0,0,0,0,0,0,0,0
101276,2004,Jason Anderson,6,0,0,0,0,0,0,0,0,0,0,0,0
101304,2004,Kevin Lewis,1,0,0,0,0,0,0,0,0,0,0,0,0
102126,2009,Bradley George,4,50,99,551,3,1,21,-9,0,0,131,402,3
102203,2004,Charlie Frye,11,220,346,2623,18,8,100,-6,2,0,373,1089,13
102222,2004,Dan Basch,10,0,0,0,0,0,11,36,1,0,154,483,5
102241,2004,Morris Ellington,7,0,0,0,0,0,1,-4,0,0,29,105,1
102242,2004,Dwayne LeFall,2,0,0,0,0,0,0,0,0,0,0,0,0
102252,2004,Grant Arnoldink,4,21,40,198,0,2,12,-6,0,0,44,34,2
102256,2004,Mike Thomas,1,0,0,0,0,0,0,0,0,0,0,0,0
102259,2004,Richard Kiel,1,0,0,0,0,0,0,0,0,0,0,0,0
102261,2004,Terrence Jackson,1,0,0,0,0,0,0,0,0,0,0,0,0
102291,2004,Grant Adams,12,0,0,0,0,0,0,0,0,0,0,0,0
102295,2004,Joel Hazard,11,0,0,0,0,0,1,1,0,0,35,81,0
102305,2004,David Kashetta,8,0,0,0,0,0,0,0,0,0,0,0,0
102316,2004,Jason Barnes,4,0,0,0,0,0,1,7,0,0,36,82,0
102318,2004,Scott Blair,9,0,0,0,0,0,49,163,1,0,329,973,7
102351,2004,Ryan Hawk,10,126,243,1393,8,6,83,-40,2,0,367,1048,8
102354,2004,Matt Pusateri,2,0,0,0,0,0,0,0,0,0,0,0,0
102358,2004,Luke Clemens,13,0,0,0,0,0,213,899,12,0,446,1571,25
102374,2004,Chris Kelley,1,0,0,0,0,0,0,0,0,0,0,0,0
102386,2004,Raymond Custis,2,0,0,0,0,0,0,0,0,0,0,0,0
102388,2004,Steve Suter,7,0,0,0,0,0,5,31,0,0,115,441,2
102408,2004,Lou Lombardo,1,0,0,0,0,0,0,0,0,0,0,0,0
102438,2004,Yusef Kelly,5,0,0,0,0,0,38,109,1,0,168,686,10
102453,2004,Ronnie Thomas,4,0,0,0,0,0,0,0,0,0,0,0,0
102457,2004,Terry Holley,3,0,0,0,0,0,0,0,0,0,0,0,0
102458,2004,Ed Bailey,10,0,0,0,0,0,208,1021,12,0,586,2680,22
102460,2004,Clint Hatfield,1,0,0,0,0,0,2,4,0,0,64,405,4
102461,2004,Raymorris Barnes,2,0,0,0,0,0,0,0,0,0,0,0,0
102463,2004,Jordan Kramer,4,0,0,0,0,0,22,78,2,0,273,1492,18
102478,2004,Antonio Perkins,1,0,0,0,0,0,0,0,0,0,0,0,0
102479,2004,Brandon Shelby,1,0,0,0,0,0,0,0,0,0,0,0,0
102480,2004,Mark Clayton,13,0,0,0,0,0,4,11,0,0,148,797,6
102482,2004,Ataleo Ford,2,0,0,0,0,0,0,0,0,0,0,0,0
102488,2004,Will Peoples,11,0,0,0,0,0,0,0,0,0,0,0,0
102495,2004,Gayron Allen,1,0,0,0,0,0,0,0,0,0,0,0,0
102515,2004,David McDermott,1,0,0,0,0,0,0,0,0,0,0,0,0
102523,2004,Jason Hawkins,1,0,0,0,0,0,0,0,0,0,0,0,0
102526,2004,Rob Lee,1,0,0,0,0,0,0,0,0,0,0,0,0
102528,2004,Kevin Woods,1,0,0,0,0,0,0,0,0,0,0,0,0
102559,2004,Brad Cieslak,11,0,0,0,0,0,0,0,0,0,0,0,0
102581,2004,Darnell Jones,6,0,0,0,0,0,7,48,1,0,191,862,9
102584,2004,Fred Reid,11,0,0,0,0,0,82,393,2,0,398,1750,11
102600,2004,McKinley Scott,5,0,0,0,0,0,0,0,0,0,0,0,0
102607,2004,Jermaine Gonzales,5,0,0,0,0,0,3,-8,0,0,139,583,5
102614,2004,Kevin Dudley,4,0,0,0,0,0,3,13,0,0,124,437,6
102615,2004,Tim Bracken,3,0,0,0,0,0,5,15,0,0,119,477,5
102644,2006,Tyler Ecker,24,0,0,0,0,0,0,0,0,0,0,0,0
102665,2004,Jason Van,1,0,0,0,0,0,3,16,0,0,44,236,2
102666,2004,Marviel Underwood,1,0,0,0,0,0,0,0,0,0,0,0,0
102669,2004,Kirk Morrison,1,0,0,0,0,0,2,5,0,0,24,83,0
102672,2004,Josh Dean,3,0,0,0,0,0,0,0,0,0,0,0,0
102673,2004,Blake Lobel,1,0,0,0,0,0,0,0,0,0,0,0,0
102685,2004,Adam Gray-Hayward,1,0,0,0,0,0,0,0,0,0,0,0,0
102691,2004,David Alston,11,0,0,0,0,0,178,672,11,0,408,1722,24
102700,2004,Charles Newton,7,0,0,0,0,0,0,0,0,0,0,0,0
102723,2004,Terrance Hudson,9,0,0,0,0,0,1,7,0,0,63,353,5
102733,2004,Patrick Body,2,0,0,0,0,0,2,-10,0,0,74,249,2
102741,2004,Nick Kaczur,2,0,0,0,0,0,2,49,0,0,82,264,3
102746,2004,Chris Holmes,12,0,0,0,0,0,0,0,0,0,0,0,0
103324,2004,Keron Henry,12,0,0,0,0,0,1,6,0,0,32,97,0
103325,2004,Justin Perkins,5,0,0,0,0,0,0,0,0,0,0,0,0
103329,2004,Matt Cutaia,12,0,0,0,0,0,0,0,0,0,0,0,0
103337,2004,Chris Bellamy,10,0,0,0,0,0,71,296,3,0,345,1511,14
103357,2004,Michael Sanford,4,11,21,173,0,1,4,-2,0,0,190,1045,25
103358,2004,Gabe Franklin,4,0,0,0,0,0,0,0,0,0,0,0,0
103362,2004,Deshan Cabaong,2,0,0,0,0,0,0,0,0,0,0,0,0
103368,2004,Andy Avalos,2,0,0,0,0,0,0,0,0,0,0,0,0
103392,2004,Jason Campbell,13,188,270,2700,20,7,58,30,3,0,541,2435,27
103423,2004,Silas Daniels,6,0,0,0,0,0,2,-1,0,0,86,511,4
103426,2004,Derrick Graves,1,0,0,0,0,0,0,0,0,0,0,0,0
103436,2004,Junior Rosegreen,3,0,0,0,0,0,0,0,0,0,0,0,0
103440,2004,Ronnie Brown,12,0,1,0,0,0,153,913,8,0,491,2201,24
103441,2004,Tyson Smith,1,0,0,0,0,0,0,0,0,0,0,0,0
103446,2004,Brett Kellogg,3,0,0,0,0,0,0,0,0,0,0,0,0
103476,2004,Todd Miller,11,0,0,0,0,0,0,0,0,0,0,0,0
103502,2004,Mark Kornfeld,9,0,0,0,0,0,0,0,0,0,0,0,0
103520,2004,Bucky Babcock,1,0,0,0,0,0,0,0,0,0,0,0,0
103525,2004,Anthony McClellan,3,0,0,0,0,0,0,0,0,0,0,0,0
103547,2008,Eric Hunter,2,0,0,0,0,0,0,0,0,0,0,0,0
103550,2004,Brian Yarno,5,0,0,0,0,0,0,0,0,0,0,0,0
103553,2004,Willie Sipoloa,10,0,0,0,0,0,27,97,1,0,72,190,2
103557,2004,Simeon Stewart,3,0,0,0,0,0,1,1,0,0,27,75,0
103559,2004,Jimmy Labita,8,0,0,0,0,0,0,0,0,0,0,0,0
103585,2004,Reggie Brown,12,0,1,0,0,0,4,35,0,0,130,432,6
103592,2004,David Greene,12,175,299,2508,20,4,23,-67,1,0,417,1879,16
103612,2004,Trey McDonald,2,2,2,18,0,0,0,0,0,0,0,0,0
103617,2004,Senterrio Landrum,4,0,0,0,0,0,1,-9,0,0,26,80,1
103618,2004,Kenneth Stanford,2,0,0,0,0,0,0,0,0,0,0,0,0
103678,2004,Calen Powell,2,0,0,0,0,0,0,0,0,0,0,0,0
103698,2004,Tyrone Gilliard,1,0,0,0,0,0,0,0,0,0,0,0,0
103719,2004,Ron Monteilh,11,0,0,0,0,0,1,7,0,0,44,256,2
103726,2004,Dwight Wright Jr.,12,0,0,0,0,0,209,784,6,0,372,870,10
103727,2004,Aric Williams,4,0,0,0,0,0,0,0,0,0,0,0,0
103728,2004,Mitch Meeuwsen,5,0,0,0,0,0,0,0,0,0,0,0,0
103744,2004,Pat Loney,4,0,0,0,0,0,0,0,0,0,0,0,0
103751,2004,Danny Wimprine,11,199,355,2545,20,10,51,95,2,0,443,2328,25
103760,2004,Robert Douglas,6,0,0,0,0,0,14,62,2,0,246,1439,15
103783,2004,Tavarious Davis,9,0,0,0,0,0,2,-1,0,0,100,661,6
103795,2004,Ryan Eklund,3,2,5,32,0,1,0,0,0,0,0,0,0
103797,2004,Greg Camarillo,9,0,0,0,0,0,1,-8,0,0,32,41,2
103799,2004,Stanley Wilson,1,0,0,0,0,0,0,0,0,0,0,0,0
103800,2004,Leigh Torrence,3,0,0,0,0,0,0,0,0,0,0,0,0
103806,2004,Kenneth Tolon,11,0,0,0,0,0,116,422,3,0,321,1028,13
103807,2004,Jared Newberry,1,0,0,0,0,0,1,-2,0,0,33,83,0
103820,2004,Alex Smith,11,0,0,0,0,0,0,0,0,0,0,0,0
103829,2004,Matt Rushbrook,7,2,2,34,1,0,2,6,0,0,68,271,1
103837,2004,Derron Brown,9,0,0,0,0,0,33,112,3,0,314,1051,10
103847,2004,Derek Swofford,1,0,0,0,0,0,0,0,0,0,0,0,0
103861,2004,Clay Glockzin,1,0,0,0,0,0,0,0,0,0,0,0,0
103889,2004,Allan Adami,1,0,0,0,0,0,0,0,0,0,0,0,0
103946,2004,Chuckie Cowans,1,0,0,0,0,0,0,0,0,0,0,0,0
103959,2005,Broderick Williams,0,0,0,0,0,0,0,0,0,0,0,0,0
103960,2004,Anthony Davis,8,0,0,0,0,0,201,973,11,0,361,1475,15
103962,2004,Michael Broussard,1,0,0,0,0,0,0,0,0,0,0,0,0
103963,2004,Tony Paciotti,3,0,0,0,0,0,0,0,0,0,0,0,0
103991,2004,Tali Ena,3,13,41,157,0,2,7,10,1,0,51,147,1
103992,2004,Karl Paymah,2,0,0,0,0,0,0,0,0,0,0,0,0
104001,2004,Hamza Abdullah,1,0,0,0,0,0,0,0,0,0,0,0,0
104019,2006,Aaron Wagner,1,0,0,0,0,0,0,0,0,0,0,0,0
104026,2004,Steve Cook,1,0,0,0,0,0,0,0,0,0,0,0,0
104562,2004,Antoine Polite,6,0,0,0,0,0,0,0,0,0,0,0,0
104594,2004,Brian Casey,9,0,0,0,0,0,0,0,0,0,0,0,0
104610,2004,Kerry Wright,11,0,0,0,0,0,4,13,0,0,119,379,3
104623,2005,Nick McAfee,10,0,0,0,0,0,1,-4,0,0,23,127,1
104669,2004,Bobby Purify,12,0,0,0,0,0,207,942,7,0,397,1479,12
104670,2004,Marcus Houston,7,0,0,0,0,0,57,206,2,0,254,902,10
104693,2005,Quinn Sypniewski,14,0,0,0,0,0,0,0,0,0,0,0,0
104723,2004,Jesse Wallace,5,0,0,0,0,0,0,0,0,0,0,0,0
104726,2004,Sam Wilder,1,0,0,0,0,0,0,-2,0,0,30,127,1
104783,2004,Cody McCarty,10,0,0,0,0,0,0,0,0,0,0,0,0
104785,2004,Brandon Hassell,10,123,217,1724,10,3,63,106,4,0,396,1562,23
104792,2004,Marvin Godbolt,1,0,0,0,0,0,0,0,0,0,0,0,0
104793,2004,Kenny Boyd,5,0,0,0,0,0,27,113,1,0,234,939,13
104811,2004,Reggie Harrell,7,0,0,0,0,0,0,0,0,0,0,0,0
104840,2004,Aaron Halterman,4,0,0,0,0,0,0,0,0,0,0,0,0
104841,2004,David Lewis,8,0,0,0,0,0,0,0,0,0,0,0,0
104925,2004,Steven Harris,11,0,0,0,0,0,2,5,0,0,52,150,0
105098,2004,Scott Brumett,5,0,0,0,0,0,0,0,0,0,0,0,0
105182,2004,Timmy Chang,13,358,602,4258,38,13,37,15,2,0,230,1138,17
105188,2004,Gerald Welch,12,0,0,0,0,0,0,0,0,0,0,0,0
105191,2006,Leonard Peters,5,0,0,0,0,0,0,0,0,0,0,0,0
105194,2004,Chad Kapanui,1,0,2,0,0,0,0,0,0,0,0,0,0
105198,2004,Abraham Elimimian,2,0,0,0,0,0,0,0,0,0,0,0,0
105269,2004,Tab Perry,8,0,1,0,0,0,0,12,1,0,35,210,3
105279,2004,Chris Kluwe,1,0,0,0,0,0,1,-23,0,0,54,229,2
105294,2004,Craig Bragg,8,0,0,0,0,0,1,2,0,0,33,191,2
105295,2004,Roydell Williams,9,0,0,0,0,0,1,-7,0,0,29,70,0
105314,2004,Chris Bush,10,0,0,0,0,0,2,1,0,0,87,463,6
105341,2004,Ryan Shaw,6,0,0,0,0,0,15,74,0,0,216,877,6
105349,2004,Kenny Washington,10,0,0,0,0,0,48,161,1,0,376,1618,11
105395,2004,Keith Allen,5,0,0,0,0,0,1,25,0,0,34,140,0
105399,2004,Paris Warren,12,1,2,21,0,0,28,157,2,0,484,2699,35
105428,2004,Henry Sweat,1,0,0,0,0,0,0,0,0,0,0,0,0
105446,2004,Shirdonya Mitchell,4,0,0,0,0,0,0,0,0,0,0,0,0
105450,2004,Phil Pitts,1,0,0,0,0,0,0,0,0,0,0,0,0
105461,2004,Kerry Johnson,9,0,0,0,0,0,1,1,0,0,44,180,3
105470,2004,Rick Razzano,7,0,0,0,0,0,15,58,0,0,149,582,3
105490,2004,Bill Flowers,8,0,0,0,0,0,0,0,0,0,0,0,0
105497,2004,Cody Ridgeway,1,0,0,0,0,0,1,22,0,0,30,147,1
105531,2004,Mark Hopkins,5,0,0,0,0,0,0,0,0,0,0,0,0
105545,2004,DeWhitt Betterson,12,0,0,0,0,0,256,1286,9,0,492,2012,17
105562,2004,Jermaine Richardson,12,0,0,0,0,0,76,341,2,0,492,2012,17
105570,2004,Robby Farmer,2,0,0,0,0,0,0,0,0,0,0,0,0
105572,2004,Jordan Lesley,3,0,0,0,0,0,0,0,0,0,0,0,0
105575,2004,Freeman White,2,0,0,0,0,0,0,0,0,0,0,0,0
105576,2004,Derrick Ansley,5,0,0,0,0,0,0,0,0,0,0,0,0
105679,2012,Ben Martin,1,0,0,0,0,0,10,48,0,0,33,191,1
105709,2004,Jonas Buckles,1,0,0,0,0,0,0,0,0,0,0,0,0
105712,2004,Scott Hall,12,134,237,1818,14,4,61,11,1,0,487,2244,21
105716,2004,Walter Priestley,1,0,0,0,0,0,0,0,0,0,0,0,0
105739,2004,Kevin Howard,6,0,0,0,0,0,1,-5,0,0,35,98,1
105751,2004,Jared Jones,10,0,1,0,0,1,3,-8,0,0,91,387,3
105755,2004,Diamond Ferri,4,0,0,0,0,0,28,141,2,0,51,309,4
105758,2004,Greg Hanoian,6,0,0,0,0,0,10,41,0,0,227,929,8
105772,2004,Andre Fontenette,9,0,0,0,0,0,0,0,0,0,0,0,0
105798,2004,Joel Dreessen,11,0,0,0,0,0,1,2,0,0,42,114,2
105818,2004,Troy Graham,2,0,0,0,0,0,0,0,0,0,0,0,0
105855,2005,Joseph Gray,1,0,0,0,0,0,0,0,0,0,0,0,0
105868,2004,Chris Young,4,0,0,0,0,0,2,13,0,0,67,203,2
105869,2004,Lorenzo Parker,1,0,0,0,0,0,0,0,0,0,0,0,0
105871,2004,Norval McKenzie,10,0,0,0,0,0,90,390,1,0,391,1480,15
105895,2004,Justin Fraley,1,0,0,0,0,0,0,0,0,0,0,0,0
105903,2004,Ukee Dozier,3,0,0,0,0,0,0,0,0,0,0,0,0
105938,2004,Sammy Maldonado,11,0,0,0,0,0,138,560,5,0,438,1355,12
105955,2004,Branden Joe,9,0,0,0,0,0,50,162,1,0,315,1277,7
105974,2004,James Kilian,12,184,337,2242,13,16,150,282,8,0,505,2045,24
106000,2004,Montiese Culton,10,0,0,0,0,0,0,0,0,0,0,0,0
106007,2004,Desmond Robinson,4,14,37,118,0,4,14,-17,0,0,132,173,1
106009,2004,Donald Whitehead,3,0,0,0,0,0,0,0,0,0,0,0,0
106012,2004,Art Brown,9,0,0,0,0,0,58,250,1,0,283,813,5
106029,2004,Kerry Rhodes,5,0,0,0,0,0,0,0,0,0,0,0,0
106033,2004,Antoine Harris,2,0,0,0,0,0,0,0,0,0,0,0,0
106050,2004,Robert McCune,1,0,0,0,0,0,0,0,0,0,0,0,0
106062,2004,Tiger Jones,7,0,0,0,0,0,0,0,0,0,0,0,0
106073,2004,Daven Holly,2,0,0,0,0,0,0,0,0,0,0,0,0
106084,2004,Jamar Enzor,2,0,0,0,0,0,2,55,0,0,66,262,0
106327,2018,Jason Johnson,9,0,0,0,0,0,0,0,0,0,0,0,0
106739,2013,Eric Thomas,41,0,0,0,0,0,2,1,0,0,67,197,2
107157,2004,Trey Hunter,1,3,3,42,1,0,4,23,1,0,56,287,3
107215,2004,Carlyle Holiday,2,0,1,0,0,0,2,3,0,0,67,282,0
107218,2004,Matt LoVecchio,10,142,249,1814,13,6,83,105,2,0,203,635,7
107221,2004,Abram Elam,3,0,0,0,0,0,0,0,0,0,0,0,0
107236,2004,Preston Jackson,1,0,0,0,0,0,0,0,0,0,0,0,0
107239,2004,Mike Goolsby,2,0,0,0,0,0,0,0,0,0,0,0,0
107247,2004,Derek Curry,2,0,0,0,0,0,0,0,0,0,0,0,0
107273,2004,Jerome Collins,3,0,0,0,0,0,0,0,0,0,0,0,0
107298,2004,Jonte' Buhl,2,0,0,0,0,0,0,0,0,0,0,0,0
107300,2004,Keith Joseph,9,0,0,0,0,0,58,207,3,0,342,1665,22
107316,2004,Dondrial Pinkins,7,68,108,880,4,5,59,226,3,0,264,1114,10
107322,2004,Andrea Gause,7,0,0,0,0,0,17,40,0,0,297,1223,7
107324,2004,Gonzie Gray,11,0,0,0,0,0,45,220,1,0,459,1856,14
107340,2004,Brian Brownlee,2,0,0,0,0,0,0,0,0,0,0,0,0
107383,2004,Randall Secky,3,17,46,173,0,4,3,-6,0,0,42,206,1
107398,2004,J.J. Gibson,2,0,0,0,0,0,0,0,0,0,0,0,0
107549,2004,Ira Cooper,2,0,0,0,0,0,0,0,0,0,0,0,0
107554,2004,Willie Amos,2,0,0,0,0,0,2,13,0,0,74,410,5
107562,2004,Steve Kriewald,5,0,0,0,0,0,3,54,0,0,63,268,1
107565,2004,Dusty Keiser,5,0,0,0,0,0,0,0,0,0,0,0,0
107605,2004,Reggie Robertson,5,6,9,121,1,0,2,5,1,0,49,310,3
107607,2004,Ryan Gutierrez,1,0,0,0,0,0,0,0,0,0,0,0,0
107612,2004,Wendell Hunter,1,0,0,0,0,0,0,0,0,0,0,0,0
107624,2004,Chase Lyman,4,0,1,0,0,0,1,13,0,0,38,157,2
107632,2004,Shane Boyd,9,125,240,1248,5,9,97,276,5,0,282,1025,10
107633,2004,Chad Scott,11,0,0,0,0,0,143,796,8,0,404,1954,19
107635,2005,Tommy Cook,5,0,0,0,0,0,0,0,0,0,0,0,0
107656,2004,Gerad Parker,7,0,0,0,0,0,1,0,0,0,36,37,1
107672,2004,Chad Owens,13,0,0,0,0,0,1,0,0,0,25,87,1
107674,2004,Britton Komine,13,0,0,0,0,0,0,0,0,0,0,0,0
107686,2004,Jason Harmon,3,0,0,0,0,0,0,0,0,0,0,0,0
107688,2004,Roderick Maples,1,0,0,0,0,0,0,0,0,0,0,0,0
107689,2004,Tyrell Dortch,2,0,0,0,0,0,0,0,0,0,0,0,0
107723,2004,Marcus Randall,12,102,162,1269,9,6,79,247,3,0,498,2343,20
107747,2004,Drew Hixon,1,0,0,0,0,0,0,0,0,0,0,0,0
107761,2004,Kevin Burnett,1,0,0,0,0,0,0,0,0,0,0,0,0
107763,2004,Corey Larkins,3,0,0,0,0,0,16,74,1,0,140,790,6
107773,2004,Michael Brewster,13,0,0,0,0,0,113,722,6,0,247,1228,17
107775,2004,Dustin Colquitt,1,1,1,19,0,0,0,0,0,0,0,0,0
107800,2004,Ikey Chuku,10,0,0,0,0,0,1,9,0,0,52,271,4
107836,2004,Buck Pierce,11,191,285,2253,16,5,71,130,2,0,350,1235,14
107838,2004,Preston Williams,5,0,0,0,0,0,0,0,0,0,0,0,0
107928,2004,Jahmal Fenner,3,0,0,0,0,0,0,0,0,0,0,0,0
107930,2004,Mark Dowdy,1,0,0,0,0,0,0,0,0,0,0,0,0
107933,2004,Omar Duarte,4,13,20,170,3,0,2,6,0,0,90,425,3
107940,2004,Dirk Dillard,1,0,0,0,0,0,0,0,0,0,0,0,0
107942,2004,Robert Rodriguez,1,0,0,0,0,0,0,0,0,0,0,0,0
107962,2004,Jonas Crafts,8,0,0,0,0,0,0,0,0,0,0,0,0
108118,2015,Nicholas Peoples,1,0,0,0,0,0,0,0,0,0,0,0,0
108239,2004,Chance Mock,4,9,21,79,0,0,7,-14,0,0,198,1164,13
