,id,name,stat,game.id,game.teams.school,game.teams.categories.name,game.teams.categories.types.name,season
0,546271,Brian Burrell,30/45,400609154,Fresno State,passing,C/ATT,2014
1,504943,Greg Watson,0/1,400609154,Fresno State,passing,C/ATT,2014
2,546271,Brian Burrell,332,400609154,Fresno State,passing,YDS,2014
3,504943,Greg Watson,0,400609154,Fresno State,passing,YDS,2014
4,546271,Brian Burrell,7.4,400609154,Fresno State,passing,AVG,2014
5,504943,Greg Watson,0.0,400609154,Fresno State,passing,AVG,2014
6,546271,Brian Burrell,1,400609154,Fresno State,passing,TD,2014
7,504943,Greg Watson,0,400609154,Fresno State,passing,TD,2014
8,546271,Brian Burrell,3,400609154,Fresno State,passing,INT,2014
9,504943,Greg Watson,0,400609154,Fresno State,passing,INT,2014
10,546271,Brian Burrell,45.5,400609154,Fresno State,passing,QBR,2014
11,504943,Greg Watson,3.9,400609154,Fresno State,passing,QBR,2014
12,502454,Josh Quezada,15,400609154,Fresno State,rushing,CAR,2014
13,532974,Marteze Waller,15,400609154,Fresno State,rushing,CAR,2014
14,546271,Brian Burrell,11,400609154,Fresno State,rushing,CAR,2014
15,502454,Josh Quezada,38,400609154,Fresno State,rushing,YDS,2014
16,532974,Marteze Waller,23,400609154,Fresno State,rushing,YDS,2014
17,546271,Brian Burrell,9,400609154,Fresno State,rushing,YDS,2014
18,502454,Josh Quezada,2.5,400609154,Fresno State,rushing,AVG,2014
19,532974,Marteze Waller,1.5,400609154,Fresno State,rushing,AVG,2014
20,546271,Brian Burrell,0.8,400609154,Fresno State,rushing,AVG,2014
21,502454,Josh Quezada,1,400609154,Fresno State,rushing,TD,2014
22,532974,Marteze Waller,0,400609154,Fresno State,rushing,TD,2014
23,546271,Brian Burrell,0,400609154,Fresno State,rushing,TD,2014
24,502454,Josh Quezada,10,400609154,Fresno State,rushing,LONG,2014
25,532974,Marteze Waller,7,400609154,Fresno State,rushing,LONG,2014
26,546271,Brian Burrell,11,400609154,Fresno State,rushing,LONG,2014
27,504930,Josh Harper,10,400609154,Fresno State,receiving,REC,2014
28,504943,Greg Watson,7,400609154,Fresno State,receiving,REC,2014
29,532969,Aaron Peck,4,400609154,Fresno State,receiving,REC,2014
30,502454,Josh Quezada,6,400609154,Fresno State,receiving,REC,2014
31,13223,Justin Johnson,2,400609154,Fresno State,receiving,REC,2014
32,532974,Marteze Waller,1,400609154,Fresno State,receiving,REC,2014
33,504930,Josh Harper,131,400609154,Fresno State,receiving,YDS,2014
34,504943,Greg Watson,73,400609154,Fresno State,receiving,YDS,2014
35,532969,Aaron Peck,57,400609154,Fresno State,receiving,YDS,2014
36,502454,Josh Quezada,39,400609154,Fresno State,receiving,YDS,2014
37,13223,Justin Johnson,29,400609154,Fresno State,receiving,YDS,2014
38,532974,Marteze Waller,3,400609154,Fresno State,receiving,YDS,2014
39,504930,Josh Harper,13.1,400609154,Fresno State,receiving,AVG,2014
40,504943,Greg Watson,10.4,400609154,Fresno State,receiving,AVG,2014
41,532969,Aaron Peck,14.3,400609154,Fresno State,receiving,AVG,2014
42,502454,Josh Quezada,6.5,400609154,Fresno State,receiving,AVG,2014
43,13223,Justin Johnson,14.5,400609154,Fresno State,receiving,AVG,2014
44,532974,Marteze Waller,3.0,400609154,Fresno State,receiving,AVG,2014
45,504930,Josh Harper,0,400609154,Fresno State,receiving,TD,2014
46,504943,Greg Watson,1,400609154,Fresno State,receiving,TD,2014
47,532969,Aaron Peck,0,400609154,Fresno State,receiving,TD,2014
48,502454,Josh Quezada,0,400609154,Fresno State,receiving,TD,2014
49,13223,Justin Johnson,0,400609154,Fresno State,receiving,TD,2014
50,532974,Marteze Waller,0,400609154,Fresno State,receiving,TD,2014
51,504930,Josh Harper,52,400609154,Fresno State,receiving,LONG,2014
52,504943,Greg Watson,25,400609154,Fresno State,receiving,LONG,2014
53,532969,Aaron Peck,18,400609154,Fresno State,receiving,LONG,2014
54,502454,Josh Quezada,17,400609154,Fresno State,receiving,LONG,2014
55,13223,Justin Johnson,22,400609154,Fresno State,receiving,LONG,2014
56,532974,Marteze Waller,3,400609154,Fresno State,receiving,LONG,2014
57,552062,Da'Mari Scott,2,400609154,Fresno State,kickReturns,NO,2014
58,552062,Da'Mari Scott,25,400609154,Fresno State,kickReturns,YDS,2014
59,552062,Da'Mari Scott,12.5,400609154,Fresno State,kickReturns,AVG,2014
60,552062,Da'Mari Scott,21,400609154,Fresno State,kickReturns,LONG,2014
61,552062,Da'Mari Scott,0,400609154,Fresno State,kickReturns,TD,2014
62,504941,Derron Smith,2,400609154,Fresno State,puntReturns,NO,2014
63,504941,Derron Smith,13,400609154,Fresno State,puntReturns,YDS,2014
64,504941,Derron Smith,6.5,400609154,Fresno State,puntReturns,AVG,2014
65,504941,Derron Smith,11,400609154,Fresno State,puntReturns,LONG,2014
66,504941,Derron Smith,0,400609154,Fresno State,puntReturns,TD,2014
67,3139390,Kody Kroening,0/1,400609154,Fresno State,kicking,FG,2014
68,3139390,Kody Kroening,0.0,400609154,Fresno State,kicking,PCT,2014
69,3139390,Kody Kroening,0,400609154,Fresno State,kicking,LONG,2014
70,3139390,Kody Kroening,2/2,400609154,Fresno State,kicking,XP,2014
71,3139390,Kody Kroening,2,400609154,Fresno State,kicking,PTS,2014
72,536351,Garrett Swanson,4,400609154,Fresno State,punting,NO,2014
73,536351,Garrett Swanson,172,400609154,Fresno State,punting,YDS,2014
74,536351,Garrett Swanson,43.0,400609154,Fresno State,punting,AVG,2014
75,536351,Garrett Swanson,0,400609154,Fresno State,punting,TB,2014
76,536351,Garrett Swanson,1,400609154,Fresno State,punting,In 20,2014
77,536351,Garrett Swanson,48,400609154,Fresno State,punting,LONG,2014
78,504908,Grant Hedrick,9/16,400609154,Boise State,passing,C/ATT,2014
79,504908,Grant Hedrick,155,400609154,Boise State,passing,YDS,2014
80,504908,Grant Hedrick,9.7,400609154,Boise State,passing,AVG,2014
81,504908,Grant Hedrick,0,400609154,Boise State,passing,TD,2014
82,504908,Grant Hedrick,0,400609154,Boise State,passing,INT,2014
83,504908,Grant Hedrick,92.7,400609154,Boise State,passing,QBR,2014
84,504908,Grant Hedrick,9,400609154,Boise State,rushing,CAR,2014
85,517330,Jay Ajayi,22,400609154,Boise State,rushing,CAR,2014
86,504908,Grant Hedrick,81,400609154,Boise State,rushing,YDS,2014
87,517330,Jay Ajayi,70,400609154,Boise State,rushing,YDS,2014
88,504908,Grant Hedrick,9.0,400609154,Boise State,rushing,AVG,2014
89,517330,Jay Ajayi,3.2,400609154,Boise State,rushing,AVG,2014
90,504908,Grant Hedrick,2,400609154,Boise State,rushing,TD,2014
91,517330,Jay Ajayi,1,400609154,Boise State,rushing,TD,2014
92,504908,Grant Hedrick,24,400609154,Boise State,rushing,LONG,2014
93,517330,Jay Ajayi,10,400609154,Boise State,rushing,LONG,2014
94,3127586,Jeremy McNichols,3,400609154,Boise State,receiving,REC,2014
95,531739,Chaz Anderson,1,400609154,Boise State,receiving,REC,2014
96,546222,Jake Roh,2,400609154,Boise State,receiving,REC,2014
97,546224,Thomas Sperbeck,1,400609154,Boise State,receiving,REC,2014
98,504910,Holden Huff,2,400609154,Boise State,receiving,REC,2014
99,3127586,Jeremy McNichols,47,400609154,Boise State,receiving,YDS,2014
100,531739,Chaz Anderson,46,400609154,Boise State,receiving,YDS,2014
101,546222,Jake Roh,22,400609154,Boise State,receiving,YDS,2014
102,546224,Thomas Sperbeck,20,400609154,Boise State,receiving,YDS,2014
103,504910,Holden Huff,20,400609154,Boise State,receiving,YDS,2014
104,3127586,Jeremy McNichols,15.7,400609154,Boise State,receiving,AVG,2014
105,531739,Chaz Anderson,46.0,400609154,Boise State,receiving,AVG,2014
106,546222,Jake Roh,11.0,400609154,Boise State,receiving,AVG,2014
107,546224,Thomas Sperbeck,20.0,400609154,Boise State,receiving,AVG,2014
108,504910,Holden Huff,10.0,400609154,Boise State,receiving,AVG,2014
109,3127586,Jeremy McNichols,0,400609154,Boise State,receiving,TD,2014
110,531739,Chaz Anderson,0,400609154,Boise State,receiving,TD,2014
111,546222,Jake Roh,0,400609154,Boise State,receiving,TD,2014
112,546224,Thomas Sperbeck,0,400609154,Boise State,receiving,TD,2014
113,504910,Holden Huff,0,400609154,Boise State,receiving,TD,2014
114,3127586,Jeremy McNichols,41,400609154,Boise State,receiving,LONG,2014
115,531739,Chaz Anderson,46,400609154,Boise State,receiving,LONG,2014
116,546222,Jake Roh,14,400609154,Boise State,receiving,LONG,2014
117,546224,Thomas Sperbeck,20,400609154,Boise State,receiving,LONG,2014
118,504910,Holden Huff,14,400609154,Boise State,receiving,LONG,2014
119,546229,Tanner Vallejo,1,400609154,Boise State,interceptions,INT,2014
120,517601,Beau Martin,1,400609154,Boise State,interceptions,INT,2014
121,531745,Donte Deayon,1,400609154,Boise State,interceptions,INT,2014
122,546229,Tanner Vallejo,63,400609154,Boise State,interceptions,YDS,2014
123,517601,Beau Martin,20,400609154,Boise State,interceptions,YDS,2014
124,531745,Donte Deayon,0,400609154,Boise State,interceptions,YDS,2014
125,546229,Tanner Vallejo,1,400609154,Boise State,interceptions,TD,2014
126,517601,Beau Martin,0,400609154,Boise State,interceptions,TD,2014
127,531745,Donte Deayon,0,400609154,Boise State,interceptions,TD,2014
128,3127586,Jeremy McNichols,2,400609154,Boise State,kickReturns,NO,2014
129,3127586,Jeremy McNichols,33,400609154,Boise State,kickReturns,YDS,2014
130,3127586,Jeremy McNichols,16.5,400609154,Boise State,kickReturns,AVG,2014
131,3127586,Jeremy McNichols,21,400609154,Boise State,kickReturns,LONG,2014
132,3127586,Jeremy McNichols,0,400609154,Boise State,kickReturns,TD,2014
133,504907,Dan Goodale,0/0,400609154,Boise State,kicking,FG,2014
134,504907,Dan Goodale,0.0,400609154,Boise State,kicking,PCT,2014
135,504907,Dan Goodale,0,400609154,Boise State,kicking,LONG,2014
136,504907,Dan Goodale,4/4,400609154,Boise State,kicking,XP,2014
137,504907,Dan Goodale,4,400609154,Boise State,kicking,PTS,2014
138,531759,Sean Wale,7,400609154,Boise State,punting,NO,2014
139,531759,Sean Wale,281,400609154,Boise State,punting,YDS,2014
140,531759,Sean Wale,40.1,400609154,Boise State,punting,AVG,2014
141,531759,Sean Wale,1,400609154,Boise State,punting,TB,2014
142,531759,Sean Wale,0,400609154,Boise State,punting,In 20,2014
143,531759,Sean Wale,48,400609154,Boise State,punting,LONG,2014
144,534294,Cardale Jones,12/17,400609096,Ohio State,passing,C/ATT,2014
145,549819,Jalin Marshall,0/1,400609096,Ohio State,passing,C/ATT,2014
146,534294,Cardale Jones,257,400609096,Ohio State,passing,YDS,2014
147,549819,Jalin Marshall,0,400609096,Ohio State,passing,YDS,2014
148,534294,Cardale Jones,15.1,400609096,Ohio State,passing,AVG,2014
149,549819,Jalin Marshall,0.0,400609096,Ohio State,passing,AVG,2014
150,534294,Cardale Jones,3,400609096,Ohio State,passing,TD,2014
151,549819,Jalin Marshall,0,400609096,Ohio State,passing,TD,2014
152,534294,Cardale Jones,0,400609096,Ohio State,passing,INT,2014
153,549819,Jalin Marshall,0,400609096,Ohio State,passing,INT,2014
154,534294,Cardale Jones,85.2,400609096,Ohio State,passing,QBR,2014
155,549819,Jalin Marshall,1.2,400609096,Ohio State,passing,QBR,2014
156,549811,Ezekiel Elliott,20,400609096,Ohio State,rushing,CAR,2014
157,534289,Bri'onte Dunn,5,400609096,Ohio State,rushing,CAR,2014
158,3121427,Curtis Samuel,4,400609096,Ohio State,rushing,CAR,2014
159,534294,Cardale Jones,8,400609096,Ohio State,rushing,CAR,2014
160,549819,Jalin Marshall,1,400609096,Ohio State,rushing,CAR,2014
161,549811,Ezekiel Elliott,220,400609096,Ohio State,rushing,YDS,2014
162,534289,Bri'onte Dunn,47,400609096,Ohio State,rushing,YDS,2014
163,3121427,Curtis Samuel,23,400609096,Ohio State,rushing,YDS,2014
164,534294,Cardale Jones,9,400609096,Ohio State,rushing,YDS,2014
165,549819,Jalin Marshall,2,400609096,Ohio State,rushing,YDS,2014
166,549811,Ezekiel Elliott,11.0,400609096,Ohio State,rushing,AVG,2014
167,534289,Bri'onte Dunn,9.4,400609096,Ohio State,rushing,AVG,2014
168,3121427,Curtis Samuel,5.8,400609096,Ohio State,rushing,AVG,2014
