,id,name,stat,game.id,game.teams.school,game.teams.categories.name,game.teams.categories.types.name,season
0,4038941,Justin Herbert,26/36,400953323,Oregon,passing,C/ATT,2017
1,4038941,Justin Herbert,233,400953323,Oregon,passing,YDS,2017
2,4038941,Justin Herbert,6.5,400953323,Oregon,passing,AVG,2017
3,4038941,Justin Herbert,2,400953323,Oregon,passing,TD,2017
4,4038941,Justin Herbert,2,400953323,Oregon,passing,INT,2017
5,4038941,Justin Herbert,23.0,400953323,Oregon,passing,QBR,2017
6,4038941,Justin Herbert,9,400953323,Oregon,rushing,CAR,2017
7,3886841,Tony Brooks-James,7,400953323,Oregon,rushing,CAR,2017
8,550655,Kani Benoit,8,400953323,Oregon,rushing,CAR,2017
9,4242506,Jaylon Redd,3,400953323,Oregon,rushing,CAR,2017
10,3122667,Charles Nelson,1,400953323,Oregon,rushing,CAR,2017
11,4038941,Justin Herbert,17,400953323,Oregon,rushing,YDS,2017
12,3886841,Tony Brooks-James,13,400953323,Oregon,rushing,YDS,2017
13,550655,Kani Benoit,11,400953323,Oregon,rushing,YDS,2017
14,4242506,Jaylon Redd,6,400953323,Oregon,rushing,YDS,2017
15,3122667,Charles Nelson,0,400953323,Oregon,rushing,YDS,2017
16,4038941,Justin Herbert,1.9,400953323,Oregon,rushing,AVG,2017
17,3886841,Tony Brooks-James,1.9,400953323,Oregon,rushing,AVG,2017
18,550655,Kani Benoit,1.4,400953323,Oregon,rushing,AVG,2017
19,4242506,Jaylon Redd,2.0,400953323,Oregon,rushing,AVG,2017
20,3122667,Charles Nelson,0.0,400953323,Oregon,rushing,AVG,2017
21,4038941,Justin Herbert,0,400953323,Oregon,rushing,TD,2017
22,3886841,Tony Brooks-James,0,400953323,Oregon,rushing,TD,2017
23,550655,Kani Benoit,0,400953323,Oregon,rushing,TD,2017
24,4242506,Jaylon Redd,0,400953323,Oregon,rushing,TD,2017
25,3122667,Charles Nelson,0,400953323,Oregon,rushing,TD,2017
26,4038941,Justin Herbert,16,400953323,Oregon,rushing,LONG,2017
27,3886841,Tony Brooks-James,6,400953323,Oregon,rushing,LONG,2017
28,550655,Kani Benoit,5,400953323,Oregon,rushing,LONG,2017
29,4242506,Jaylon Redd,5,400953323,Oregon,rushing,LONG,2017
30,3122667,Charles Nelson,0,400953323,Oregon,rushing,LONG,2017
31,4038938,Dillon Mitchell,9,400953323,Oregon,receiving,REC,2017
32,4047941,Brenden Schooler,2,400953323,Oregon,receiving,REC,2017
33,4242504,Johnny Johnson III,2,400953323,Oregon,receiving,REC,2017
34,3122667,Charles Nelson,2,400953323,Oregon,receiving,REC,2017
35,4242506,Jaylon Redd,2,400953323,Oregon,receiving,REC,2017
36,3915136,Jacob Breeland,1,400953323,Oregon,receiving,REC,2017
37,4242491,Darrian Felix,2,400953323,Oregon,receiving,REC,2017
38,3886841,Tony Brooks-James,4,400953323,Oregon,receiving,REC,2017
39,550655,Kani Benoit,2,400953323,Oregon,receiving,REC,2017
40,4038938,Dillon Mitchell,143,400953323,Oregon,receiving,YDS,2017
41,4047941,Brenden Schooler,29,400953323,Oregon,receiving,YDS,2017
42,4242504,Johnny Johnson III,15,400953323,Oregon,receiving,YDS,2017
43,3122667,Charles Nelson,12,400953323,Oregon,receiving,YDS,2017
44,4242506,Jaylon Redd,9,400953323,Oregon,receiving,YDS,2017
45,3915136,Jacob Breeland,9,400953323,Oregon,receiving,YDS,2017
46,4242491,Darrian Felix,8,400953323,Oregon,receiving,YDS,2017
47,3886841,Tony Brooks-James,8,400953323,Oregon,receiving,YDS,2017
48,550655,Kani Benoit,0,400953323,Oregon,receiving,YDS,2017
49,4038938,Dillon Mitchell,15.9,400953323,Oregon,receiving,AVG,2017
50,4047941,Brenden Schooler,14.5,400953323,Oregon,receiving,AVG,2017
51,4242504,Johnny Johnson III,7.5,400953323,Oregon,receiving,AVG,2017
52,3122667,Charles Nelson,6.0,400953323,Oregon,receiving,AVG,2017
53,4242506,Jaylon Redd,4.5,400953323,Oregon,receiving,AVG,2017
54,3915136,Jacob Breeland,9.0,400953323,Oregon,receiving,AVG,2017
55,4242491,Darrian Felix,4.0,400953323,Oregon,receiving,AVG,2017
56,3886841,Tony Brooks-James,2.0,400953323,Oregon,receiving,AVG,2017
57,550655,Kani Benoit,0.0,400953323,Oregon,receiving,AVG,2017
58,4038938,Dillon Mitchell,0,400953323,Oregon,receiving,TD,2017
59,4047941,Brenden Schooler,1,400953323,Oregon,receiving,TD,2017
60,4242504,Johnny Johnson III,0,400953323,Oregon,receiving,TD,2017
61,3122667,Charles Nelson,0,400953323,Oregon,receiving,TD,2017
62,4242506,Jaylon Redd,1,400953323,Oregon,receiving,TD,2017
63,3915136,Jacob Breeland,0,400953323,Oregon,receiving,TD,2017
64,4242491,Darrian Felix,0,400953323,Oregon,receiving,TD,2017
65,3886841,Tony Brooks-James,0,400953323,Oregon,receiving,TD,2017
66,550655,Kani Benoit,0,400953323,Oregon,receiving,TD,2017
67,4038938,Dillon Mitchell,67,400953323,Oregon,receiving,LONG,2017
68,4047941,Brenden Schooler,24,400953323,Oregon,receiving,LONG,2017
69,4242504,Johnny Johnson III,12,400953323,Oregon,receiving,LONG,2017
70,3122667,Charles Nelson,6,400953323,Oregon,receiving,LONG,2017
71,4242506,Jaylon Redd,8,400953323,Oregon,receiving,LONG,2017
72,3915136,Jacob Breeland,9,400953323,Oregon,receiving,LONG,2017
73,4242491,Darrian Felix,8,400953323,Oregon,receiving,LONG,2017
74,3886841,Tony Brooks-James,13,400953323,Oregon,receiving,LONG,2017
75,550655,Kani Benoit,0,400953323,Oregon,receiving,LONG,2017
76,3886841,Tony Brooks-James,1,400953323,Oregon,fumbles,FUM,2017
77,4038941,Justin Herbert,1,400953323,Oregon,fumbles,FUM,2017
78,3886841,Tony Brooks-James,1,400953323,Oregon,fumbles,LOST,2017
