,id,name,stat,game.id,game.teams.school,game.teams.categories.name,game.teams.categories.types.name,season
0,530568,Keenan Reynolds,5/12,332922649,Navy,passing,C/ATT,2013
1,530568,Keenan Reynolds,95,332922649,Navy,passing,YDS,2013
2,530568,Keenan Reynolds,7.9,332922649,Navy,passing,AVG,2013
3,530568,Keenan Reynolds,1,332922649,Navy,passing,TD,2013
4,530568,Keenan Reynolds,0,332922649,Navy,passing,INT,2013
5,530568,Keenan Reynolds,13.9,332922649,Navy,passing,QBR,2013
6,516220,Noah Copeland,28,332922649,Navy,rushing,CAR,2013
7,503623,Marcus Thomas,6,332922649,Navy,rushing,CAR,2013
8,530583,Chris Swain,13,332922649,Navy,rushing,CAR,2013
9,530588,DeBrandon Sanders,9,332922649,Navy,rushing,CAR,2013
10,530568,Keenan Reynolds,29,332922649,Navy,rushing,CAR,2013
11,516209,Geoffrey Whiteside,5,332922649,Navy,rushing,CAR,2013
12,530573,Demond Brown,1,332922649,Navy,rushing,CAR,2013
13,503607,Darius Staten,1,332922649,Navy,rushing,CAR,2013
14,516198,Brendan Dudeck,1,332922649,Navy,rushing,CAR,2013
15,516220,Noah Copeland,153,332922649,Navy,rushing,YDS,2013
16,503623,Marcus Thomas,79,332922649,Navy,rushing,YDS,2013
17,530583,Chris Swain,62,332922649,Navy,rushing,YDS,2013
18,530588,DeBrandon Sanders,51,332922649,Navy,rushing,YDS,2013
19,530568,Keenan Reynolds,37,332922649,Navy,rushing,YDS,2013
20,516209,Geoffrey Whiteside,27,332922649,Navy,rushing,YDS,2013
21,530573,Demond Brown,10,332922649,Navy,rushing,YDS,2013
22,503607,Darius Staten,3,332922649,Navy,rushing,YDS,2013
23,516198,Brendan Dudeck,-3,332922649,Navy,rushing,YDS,2013
24,516220,Noah Copeland,5.5,332922649,Navy,rushing,AVG,2013
25,503623,Marcus Thomas,13.2,332922649,Navy,rushing,AVG,2013
26,530583,Chris Swain,4.8,332922649,Navy,rushing,AVG,2013
27,530588,DeBrandon Sanders,5.7,332922649,Navy,rushing,AVG,2013
28,530568,Keenan Reynolds,1.3,332922649,Navy,rushing,AVG,2013
29,516209,Geoffrey Whiteside,5.4,332922649,Navy,rushing,AVG,2013
30,530573,Demond Brown,10.0,332922649,Navy,rushing,AVG,2013
31,503607,Darius Staten,3.0,332922649,Navy,rushing,AVG,2013
32,516198,Brendan Dudeck,-3.0,332922649,Navy,rushing,AVG,2013
33,516220,Noah Copeland,0,332922649,Navy,rushing,TD,2013
34,503623,Marcus Thomas,0,332922649,Navy,rushing,TD,2013
35,530583,Chris Swain,1,332922649,Navy,rushing,TD,2013
36,530588,DeBrandon Sanders,0,332922649,Navy,rushing,TD,2013
37,530568,Keenan Reynolds,3,332922649,Navy,rushing,TD,2013
38,516209,Geoffrey Whiteside,1,332922649,Navy,rushing,TD,2013
39,530573,Demond Brown,0,332922649,Navy,rushing,TD,2013
40,503607,Darius Staten,0,332922649,Navy,rushing,TD,2013
41,516198,Brendan Dudeck,0,332922649,Navy,rushing,TD,2013
42,516220,Noah Copeland,29,332922649,Navy,rushing,LONG,2013
43,503623,Marcus Thomas,32,332922649,Navy,rushing,LONG,2013
44,530583,Chris Swain,16,332922649,Navy,rushing,LONG,2013
45,530588,DeBrandon Sanders,12,332922649,Navy,rushing,LONG,2013
46,530568,Keenan Reynolds,9,332922649,Navy,rushing,LONG,2013
