,id,name,stat,game.id,game.teams.school,game.teams.categories.name,game.teams.categories.types.name,season
0,511459,Marcus Mariota,24/37,400610325,Oregon,passing,C/ATT,2014
1,530875,Jeff Lockie,0/1,400610325,Oregon,passing,C/ATT,2014
2,511459,Marcus Mariota,333,400610325,Oregon,passing,YDS,2014
3,530875,Jeff Lockie,0,400610325,Oregon,passing,YDS,2014
4,511459,Marcus Mariota,9.0,400610325,Oregon,passing,AVG,2014
5,530875,Jeff Lockie,0.0,400610325,Oregon,passing,AVG,2014
6,511459,Marcus Mariota,2,400610325,Oregon,passing,TD,2014
7,530875,Jeff Lockie,0,400610325,Oregon,passing,TD,2014
8,511459,Marcus Mariota,1,400610325,Oregon,passing,INT,2014
9,530875,Jeff Lockie,0,400610325,Oregon,passing,INT,2014
10,511459,Marcus Mariota,59.4,400610325,Oregon,passing,QBR,2014
11,530875,Jeff Lockie,1.1,400610325,Oregon,passing,QBR,2014
12,550654,Thomas Tyner,12,400610325,Oregon,rushing,CAR,2014
13,511459,Marcus Mariota,10,400610325,Oregon,rushing,CAR,2014
14,3122672,Royce Freeman,10,400610325,Oregon,rushing,CAR,2014
15,530877,Byron Marshall,1,400610325,Oregon,rushing,CAR,2014
16,550654,Thomas Tyner,62,400610325,Oregon,rushing,YDS,2014
17,511459,Marcus Mariota,39,400610325,Oregon,rushing,YDS,2014
18,3122672,Royce Freeman,22,400610325,Oregon,rushing,YDS,2014
19,530877,Byron Marshall,9,400610325,Oregon,rushing,YDS,2014
20,550654,Thomas Tyner,5.2,400610325,Oregon,rushing,AVG,2014
21,511459,Marcus Mariota,3.9,400610325,Oregon,rushing,AVG,2014
22,3122672,Royce Freeman,2.2,400610325,Oregon,rushing,AVG,2014
23,530877,Byron Marshall,9.0,400610325,Oregon,rushing,AVG,2014
24,550654,Thomas Tyner,0,400610325,Oregon,rushing,TD,2014
25,511459,Marcus Mariota,0,400610325,Oregon,rushing,TD,2014
26,3122672,Royce Freeman,0,400610325,Oregon,rushing,TD,2014
27,530877,Byron Marshall,0,400610325,Oregon,rushing,TD,2014
28,550654,Thomas Tyner,12,400610325,Oregon,rushing,LONG,2014
29,511459,Marcus Mariota,8,400610325,Oregon,rushing,LONG,2014
30,3122672,Royce Freeman,8,400610325,Oregon,rushing,LONG,2014
31,530877,Byron Marshall,9,400610325,Oregon,rushing,LONG,2014
32,530877,Byron Marshall,8,400610325,Oregon,receiving,REC,2014
33,530880,Dwayne Stanford,4,400610325,Oregon,receiving,REC,2014
34,504758,Keanon Lowe,3,400610325,Oregon,receiving,REC,2014
35,530868,Evan Baylis,5,400610325,Oregon,receiving,REC,2014
36,3122667,Charles Nelson,2,400610325,Oregon,receiving,REC,2014
37,550654,Thomas Tyner,2,400610325,Oregon,receiving,REC,2014
38,530877,Byron Marshall,169,400610325,Oregon,receiving,YDS,2014
39,530880,Dwayne Stanford,61,400610325,Oregon,receiving,YDS,2014
40,504758,Keanon Lowe,55,400610325,Oregon,receiving,YDS,2014
41,530868,Evan Baylis,25,400610325,Oregon,receiving,YDS,2014
42,3122667,Charles Nelson,21,400610325,Oregon,receiving,YDS,2014
43,550654,Thomas Tyner,2,400610325,Oregon,receiving,YDS,2014
44,530877,Byron Marshall,21.1,400610325,Oregon,receiving,AVG,2014
45,530880,Dwayne Stanford,15.3,400610325,Oregon,receiving,AVG,2014
46,504758,Keanon Lowe,18.3,400610325,Oregon,receiving,AVG,2014
47,530868,Evan Baylis,5.0,400610325,Oregon,receiving,AVG,2014
48,3122667,Charles Nelson,10.5,400610325,Oregon,receiving,AVG,2014
49,550654,Thomas Tyner,1.0,400610325,Oregon,receiving,AVG,2014
50,530877,Byron Marshall,1,400610325,Oregon,receiving,TD,2014
51,530880,Dwayne Stanford,0,400610325,Oregon,receiving,TD,2014
52,504758,Keanon Lowe,1,400610325,Oregon,receiving,TD,2014
53,530868,Evan Baylis,0,400610325,Oregon,receiving,TD,2014
54,3122667,Charles Nelson,0,400610325,Oregon,receiving,TD,2014
55,550654,Thomas Tyner,0,400610325,Oregon,receiving,TD,2014
56,530877,Byron Marshall,70,400610325,Oregon,receiving,LONG,2014
57,530880,Dwayne Stanford,28,400610325,Oregon,receiving,LONG,2014
58,504758,Keanon Lowe,28,400610325,Oregon,receiving,LONG,2014
59,530868,Evan Baylis,9,400610325,Oregon,receiving,LONG,2014
60,3122667,Charles Nelson,14,400610325,Oregon,receiving,LONG,2014
61,550654,Thomas Tyner,3,400610325,Oregon,receiving,LONG,2014
62,550657,Danny Mattingly,1,400610325,Oregon,interceptions,INT,2014
63,550657,Danny Mattingly,0,400610325,Oregon,interceptions,YDS,2014
64,550657,Danny Mattingly,0,400610325,Oregon,interceptions,TD,2014
65,3122667,Charles Nelson,4,400610325,Oregon,kickReturns,NO,2014
66,3122667,Charles Nelson,52,400610325,Oregon,kickReturns,YDS,2014
67,3122667,Charles Nelson,13.0,400610325,Oregon,kickReturns,AVG,2014
68,3122667,Charles Nelson,20,400610325,Oregon,kickReturns,LONG,2014
69,3122667,Charles Nelson,0,400610325,Oregon,kickReturns,TD,2014
70,3122683,Aidan Schneider,2/2,400610325,Oregon,kicking,FG,2014
71,3122683,Aidan Schneider,100.0,400610325,Oregon,kicking,PCT,2014
72,3122683,Aidan Schneider,26,400610325,Oregon,kicking,LONG,2014
73,3122683,Aidan Schneider,2/2,400610325,Oregon,kicking,XP,2014
74,3122683,Aidan Schneider,8,400610325,Oregon,kicking,PTS,2014
75,553940,Ian Wheeler,6,400610325,Oregon,punting,NO,2014
76,553940,Ian Wheeler,240,400610325,Oregon,punting,YDS,2014
77,553940,Ian Wheeler,40.0,400610325,Oregon,punting,AVG,2014
78,553940,Ian Wheeler,0,400610325,Oregon,punting,TB,2014
79,553940,Ian Wheeler,1,400610325,Oregon,punting,In 20,2014
80,553940,Ian Wheeler,52,400610325,Oregon,punting,LONG,2014
81,534294,Cardale Jones,16/23,400610325,Ohio State,passing,C/ATT,2014
82,534294,Cardale Jones,242,400610325,Ohio State,passing,YDS,2014
83,534294,Cardale Jones,10.5,400610325,Ohio State,passing,AVG,2014
84,534294,Cardale Jones,1,400610325,Ohio State,passing,TD,2014
85,534294,Cardale Jones,1,400610325,Ohio State,passing,INT,2014
86,534294,Cardale Jones,59.3,400610325,Ohio State,passing,QBR,2014
87,549811,Ezekiel Elliott,36,400610325,Ohio State,rushing,CAR,2014
88,534294,Cardale Jones,21,400610325,Ohio State,rushing,CAR,2014
89,3121427,Curtis Samuel,1,400610325,Ohio State,rushing,CAR,2014
90,549827,Corey Smith,1,400610325,Ohio State,rushing,CAR,2014
91,549819,Jalin Marshall,2,400610325,Ohio State,rushing,CAR,2014
92,549811,Ezekiel Elliott,246,400610325,Ohio State,rushing,YDS,2014
