,id,name,stat,game.id,game.teams.school,game.teams.categories.name,game.teams.categories.types.name,season
0,3916392,Mason King,52,401112436,Louisville,punting,LONG,2019
1,3916392,Mason King,0,401112436,Louisville,punting,In 20,2019
2,3916392,Mason King,0,401112436,Louisville,punting,TB,2019
3,3916392,Mason King,41.4,401112436,Louisville,punting,AVG,2019
4,3916392,Mason King,207,401112436,Louisville,punting,YDS,2019
5,3916392,Mason King,5,401112436,Louisville,punting,NO,2019
6,3916394,Blanton Creque,5,401112436,Louisville,kicking,PTS,2019
7,3916394,Blanton Creque,2/2,401112436,Louisville,kicking,XP,2019
8,3916394,Blanton Creque,42,401112436,Louisville,kicking,LONG,2019
9,3916394,Blanton Creque,100.0,401112436,Louisville,kicking,PCT,2019
10,3916394,Blanton Creque,1/1,401112436,Louisville,kicking,FG,2019
11,4360805,Hassan Hall,0,401112436,Louisville,kickReturns,TD,2019
12,4360805,Hassan Hall,26,401112436,Louisville,kickReturns,LONG,2019
13,4360805,Hassan Hall,19.7,401112436,Louisville,kickReturns,AVG,2019
14,4360805,Hassan Hall,59,401112436,Louisville,kickReturns,YDS,2019
15,4360805,Hassan Hall,3,401112436,Louisville,kickReturns,NO,2019
16,3931791,Ty Tyler,0,401112436,Louisville,defensive,TD,2019
17,4240080,Jack Fagot,0,401112436,Louisville,defensive,TD,2019
18,3909282,T.J. Holl,0,401112436,Louisville,defensive,TD,2019
19,4360819,Jared Goldwire,0,401112436,Louisville,defensive,TD,2019
20,3916407,Amonte Caban,0,401112436,Louisville,defensive,TD,2019
21,3707825,P.J. Mbanasor,0,401112436,Louisville,defensive,TD,2019
22,3116660,Cornelius Sturghill,0,401112436,Louisville,defensive,TD,2019
23,4040606,Rodjay Burns,0,401112436,Louisville,defensive,TD,2019
24,4259365,Nick Okeke,0,401112436,Louisville,defensive,TD,2019
25,4360804,Quen Head,0,401112436,Louisville,defensive,TD,2019
26,4259364,Jordan Thomas,0,401112436,Louisville,defensive,TD,2019
27,4036027,Tabarious Peterson,0,401112436,Louisville,defensive,TD,2019
28,4568286,Justin Ford,0,401112436,Louisville,defensive,TD,2019
29,4360807,Yasir Abdullah,0,401112436,Louisville,defensive,TD,2019
30,4360798,Robert Hicks,0,401112436,Louisville,defensive,TD,2019
31,4243914,Monty Montgomery,0,401112436,Louisville,defensive,TD,2019
32,3916419,G.G. Robinson,0,401112436,Louisville,defensive,TD,2019
33,4240074,Dorian Etheridge,0,401112436,Louisville,defensive,TD,2019
34,4372620,Chandler Jones,0,401112436,Louisville,defensive,TD,2019
35,4240072,C.J. Avery,0,401112436,Louisville,defensive,TD,2019
36,3916396,Khane Pass,0,401112436,Louisville,defensive,TD,2019
37,4240071,Russ Yeast,0,401112436,Louisville,defensive,TD,2019
38,4360804,Quen Head,0,401112436,Louisville,defensive,QB HUR,2019
39,4360798,Robert Hicks,0,401112436,Louisville,defensive,QB HUR,2019
40,3916419,G.G. Robinson,0,401112436,Louisville,defensive,QB HUR,2019
41,3916407,Amonte Caban,1,401112436,Louisville,defensive,QB HUR,2019
42,4372620,Chandler Jones,0,401112436,Louisville,defensive,QB HUR,2019
43,3707825,P.J. Mbanasor,0,401112436,Louisville,defensive,QB HUR,2019
44,3116660,Cornelius Sturghill,0,401112436,Louisville,defensive,QB HUR,2019
45,3916396,Khane Pass,0,401112436,Louisville,defensive,QB HUR,2019
46,4040606,Rodjay Burns,0,401112436,Louisville,defensive,QB HUR,2019
47,3931791,Ty Tyler,1,401112436,Louisville,defensive,QB HUR,2019
48,4259364,Jordan Thomas,0,401112436,Louisville,defensive,QB HUR,2019
49,4240080,Jack Fagot,0,401112436,Louisville,defensive,QB HUR,2019
50,4036027,Tabarious Peterson,0,401112436,Louisville,defensive,QB HUR,2019
51,3909282,T.J. Holl,0,401112436,Louisville,defensive,QB HUR,2019
52,4568286,Justin Ford,0,401112436,Louisville,defensive,QB HUR,2019
53,4360819,Jared Goldwire,0,401112436,Louisville,defensive,QB HUR,2019
54,4360807,Yasir Abdullah,0,401112436,Louisville,defensive,QB HUR,2019
55,4243914,Monty Montgomery,0,401112436,Louisville,defensive,QB HUR,2019
56,4240074,Dorian Etheridge,1,401112436,Louisville,defensive,QB HUR,2019
57,4240072,C.J. Avery,0,401112436,Louisville,defensive,QB HUR,2019
58,4259365,Nick Okeke,1,401112436,Louisville,defensive,QB HUR,2019
59,4240071,Russ Yeast,0,401112436,Louisville,defensive,QB HUR,2019
60,4259364,Jordan Thomas,0,401112436,Louisville,defensive,PD,2019
61,4240080,Jack Fagot,0,401112436,Louisville,defensive,PD,2019
62,3909282,T.J. Holl,0,401112436,Louisville,defensive,PD,2019
